"id","cv","psup","psup_short","pltsup","pltsup_short","pmem","female","agecat","edu","edu4","job","pref","hdist","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","policy24","policy25","policy38","policy39","policy41"
1740,"voter","Abstained","Abstained","Other Parties/NA","Other/NA",0,1,"50s","Senior High School","SHS","Part-Timer",23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,"voter","Japanese Communist Party","JCP","Japanese Communist Party","JCP",0,1,"50s","Senior High School","SHS","Part-Timer",23,6,5,5,1,3,4,5,3,3,3,3,4,2,3,3,4,5,4,2,4,5,1,3,1
1744,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"30s","University",">=University","Others",23,6,4,5,1,5,3,4,3,4,4,3,2,2,3,4,4,4,4,3,4,4,3,3,2
1745,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",1,0,"50s","University",">=University","Company Employee",23,6,5,5,1,1,5,1,1,1,1,1,5,5,5,5,1,1,5,1,5,5,1,5,5
1747,"voter","Abstained","Abstained","Other Parties/NA","Other/NA",0,1,"20s","Senior High School","SHS","Unemployed",23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",1,0,"70s/over","Elementary/JHS","<=JHS","Agriculture/Fishery",23,9,2,3,2,3,2,3,3,2,2,2,4,4,5,2,4,3,4,2,3,5,2,2,4
1749,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"40s","Senior High School","SHS","Others",23,9,2,2,1,5,2,3,3,2,4,3,2,2,4,3,2,2,4,1,3,4,2,1,1
1750,"voter","Your Party","YP","Independent (Muto-Ha)","Independent",0,1,"30s","Vocational School",">SHS & <University","Homemaker",23,9,1,3,4,4,2,3,1,3,2,3,4,4,4,4,3,2,3,2,2,5,1,5,5
1751,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"30s","University",">=University","Part-Timer",23,9,3,2,2,3,2,4,3,3,4,2,2,3,4,2,4,3,4,4,3,5,5,5,3
1752,"voter","Japanese Communist Party","JCP","Democratic Party of Japan","DPJ",0,0,"70s/over","Senior High School","SHS","Unemployed",23,9,2,2,2,5,2,1,3,4,4,2,4,4,5,5,1,1,1,2,4,4,2,5,1
1754,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,1,"40s","Senior High School","SHS","Part-Timer",23,9,3,3,1,5,2,3,3,3,3,2,1,3,3,5,3,4,4,3,2,5,NA,5,1
1758,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"20s","University",">=University","Company Employee",23,15,4,4,2,2,2,2,3,3,2,2,3,2,4,2,4,2,2,3,2,3,4,4,4
1759,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Self-Employed",23,15,3,4,1,4,3,4,5,4,2,4,2,4,4,3,2,2,3,4,3,4,4,4,3
1760,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"20s","University",">=University","Others",23,15,3,1,1,5,3,5,3,5,5,5,3,1,1,5,5,3,3,1,5,1,1,5,1
1761,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","Graduate School",">=University","Company Employee",23,15,4,3,2,4,2,3,4,2,3,2,3,4,4,3,3,2,3,4,3,4,3,4,3
1762,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"30s","Senior High School","SHS","Homemaker",23,15,3,3,1,3,2,1,1,5,4,4,2,3,4,5,1,3,4,3,3,5,1,5,5
1763,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"60s","Elementary/JHS","<=JHS","Unemployed",23,15,1,1,3,3,1,3,1,1,3,3,3,2,3,2,1,1,1,3,3,3,1,5,5
1764,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,0,"50s",NA,NA,"Company Employee",23,15,3,5,1,3,5,1,5,5,5,1,4,1,4,1,1,1,1,1,5,3,5,1,5
1765,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"20s","Vocational School",">SHS & <University","Student",23,15,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,5,2,3
1767,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",1,0,"60s","University",">=University","Unemployed",23,12,5,2,1,1,1,1,1,1,4,3,1,1,1,1,1,1,3,2,4,5,3,1,3
1768,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Homemaker",23,12,3,3,3,3,3,3,3,4,4,3,2,3,4,5,3,3,3,5,3,4,2,3,3
1771,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"60s","Elementary/JHS","<=JHS","Homemaker",23,12,1,2,1,5,3,3,3,4,4,2,2,3,4,NA,NA,2,4,2,3,5,2,5,3
1772,"voter","Abstained","Abstained","Other Parties/NA","Other/NA",0,1,"60s","Senior High School","SHS","Part-Timer",23,12,3,3,1,4,1,3,3,1,3,1,3,3,3,5,1,3,3,1,3,1,4,5,5
1775,"voter","Social Democratic Party","SDP","Independent (Muto-Ha)","Independent",0,0,"30s","University",">=University","Others",23,12,1,4,1,4,2,2,4,3,2,3,2,4,5,3,4,2,3,3,2,5,3,5,3
1777,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",1,0,"40s","University",">=University","Company Employee",23,13,2,3,1,4,1,4,2,2,4,4,4,2,4,5,2,3,2,3,4,4,4,4,3
1778,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,0,"20s","Vocational School",">SHS & <University","Part-Timer",23,13,3,5,1,4,1,4,3,4,4,2,NA,3,4,3,2,2,4,4,4,2,4,3,4
1779,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","University",">=University","Others",23,13,4,5,3,2,1,3,2,2,4,2,4,4,5,2,3,2,3,4,4,5,2,1,1
1780,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"70s/over","Others",NA,"Unemployed",23,13,1,2,1,3,1,3,NA,1,4,1,1,1,3,2,3,3,3,1,1,4,5,2,2
1781,"voter","Other Parties/NA","Other/NA","Independent (Muto-Ha)","Independent",0,0,"20s","Senior High School","SHS","Company Employee",23,13,5,1,1,3,1,1,1,1,5,1,1,3,5,5,1,1,3,1,5,5,5,2,5
1782,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Homemaker",23,13,3,2,2,2,2,2,2,2,3,2,2,3,4,5,1,3,3,4,4,5,2,4,1
1783,"voter","Democratic Party of Japan","DPJ","Other Parties/NA","Other/NA",0,1,"40s","Junior College",">SHS & <University","Homemaker",23,13,3,1,1,5,1,5,3,4,4,3,NA,4,4,3,NA,1,2,3,4,3,3,4,4
1784,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"30s","Junior College",">SHS & <University","Part-Timer",23,13,2,3,2,5,1,3,4,4,4,3,2,4,1,5,3,3,4,5,4,3,4,5,5
1786,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"50s","University",">=University","Company Employee",23,11,4,4,1,5,1,1,1,1,2,2,4,2,2,3,2,2,3,3,2,5,5,1,2
1790,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"60s","Elementary/JHS","<=JHS","Self-Employed",23,11,2,2,4,3,1,3,2,2,3,4,3,1,4,3,4,4,4,4,4,3,2,3,2
1791,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"20s","Junior College",">SHS & <University","Part-Timer",23,11,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4
1792,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,0,"60s","Elementary/JHS","<=JHS","Part-Timer",23,11,3,5,5,2,2,5,3,2,1,3,3,3,3,3,5,3,5,2,2,5,3,5,1
1794,"voter","Liberal Democratic Party","LDP","Independent (Muto-Ha)","Independent",0,0,"40s","Senior High School","SHS","Company Employee",23,11,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,4,3,5,3
1797,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",1,0,"60s","Senior High School","SHS","Company Employee",23,7,4,5,1,3,1,3,3,3,4,2,1,2,3,2,2,3,3,2,4,5,4,5,2
1798,"voter","Other Parties/NA","Other/NA","Independent (Muto-Ha)","Independent",0,NA,"60s","University",">=University","Unemployed",23,7,4,4,4,1,1,1,1,1,5,5,4,5,4,5,1,2,4,5,5,5,1,5,5
1799,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","University",">=University","Unemployed",23,7,5,4,1,3,3,5,4,4,3,1,4,4,5,5,4,3,2,2,3,5,4,2,3
1800,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"30s","Vocational School",">SHS & <University","Self-Employed",23,7,4,2,2,1,3,1,4,2,2,3,1,4,1,1,3,2,4,3,3,5,4,2,4
1802,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Public Servant",23,7,2,2,1,3,2,1,3,2,4,2,3,4,3,2,3,4,NA,NA,2,5,2,4,4
1803,"voter","Other Parties/NA","Other/NA","Independent (Muto-Ha)","Independent",0,1,"60s","Senior High School","SHS","Self-Employed",23,7,4,4,2,3,2,3,3,3,4,2,2,2,3,5,1,1,3,5,5,3,5,5,5
1804,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,0,"50s","University",">=University","Public Servant",23,7,1,1,1,1,1,1,1,1,1,1,3,2,3,3,5,5,5,1,1,5,1,5,5
1806,"voter","Japanese Communist Party","JCP","Independent (Muto-Ha)","Independent",0,1,"30s","University",">=University","Public Servant",23,8,4,4,2,4,1,3,4,4,2,2,3,2,4,2,2,2,4,3,4,1,5,3,2
1807,"voter","Japanese Communist Party","JCP","Independent (Muto-Ha)","Independent",0,1,"20s","Vocational School",">SHS & <University","Part-Timer",23,8,3,2,1,3,2,1,3,3,3,3,1,1,3,2,1,2,3,2,3,5,5,3,1
1808,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"60s","Senior High School","SHS","Self-Employed",23,8,4,4,2,3,3,4,3,3,3,2,3,3,4,3,3,4,4,3,4,5,2,3,4
1809,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,1,"50s","Senior High School","SHS","Part-Timer",23,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1810,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"60s","University",">=University","Others",23,8,5,4,1,4,3,NA,2,4,NA,2,3,2,4,1,3,3,2,4,2,4,3,4,2
1811,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"40s","University",">=University","Public Servant",23,8,3,3,2,3,2,3,3,3,4,2,3,4,5,2,2,2,3,4,3,3,3,4,2
1812,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"50s","Senior High School","SHS","Homemaker",23,8,1,2,NA,1,1,1,NA,NA,5,1,NA,1,NA,5,5,NA,1,1,5,5,5,3,4
1813,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Company Employee",23,8,2,3,1,3,1,2,2,3,3,1,1,1,2,1,1,2,2,3,3,3,3,2,2
1814,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"30s","Senior High School","SHS","Company Employee",23,8,2,3,2,4,3,2,3,4,4,1,2,2,4,4,4,3,5,2,2,4,4,4,4
1817,"voter","Liberal Democratic Party","LDP","Democratic Party of Japan","DPJ",1,1,"70s/over","Elementary/JHS","<=JHS","Unemployed",23,9,1,1,1,5,1,5,1,5,5,1,1,1,1,1,1,5,5,1,5,5,NA,NA,NA
1818,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"60s","Senior High School","SHS","Unemployed",23,9,1,2,5,1,1,1,1,2,1,2,4,2,4,1,5,1,4,1,3,5,5,5,4
1819,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Other Parties/NA","Other/NA",0,1,"60s","Junior College",">SHS & <University","Homemaker",23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,"voter","Social Democratic Party","SDP","Democratic Party of Japan","DPJ",0,0,"60s","University",">=University","Company Employee",23,9,4,4,1,5,5,3,5,4,2,2,3,4,4,4,3,3,4,4,4,2,2,1,2
1821,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",1,0,"60s","Elementary/JHS","<=JHS","Company Employee",23,9,3,2,3,1,1,2,2,2,3,3,3,4,3,2,3,3,2,3,3,3,1,1,1
1822,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Komei-to (Clean Government Party)","CGP (Komei)",0,0,"60s","Elementary/JHS","<=JHS","Unemployed",23,9,3,3,2,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,4,3,4,3
1824,"voter","Komei-to (Clean Government Party)","CGP (Komei)","Democratic Party of Japan","DPJ",0,1,"50s","Senior High School","SHS","Homemaker",23,9,3,4,1,3,3,2,3,3,3,2,3,3,2,3,3,2,3,2,4,5,1,3,3
1825,"voter","Your Party","YP","Liberal Democratic Party","LDP",0,1,"50s","Senior High School","SHS","Part-Timer",23,5,4,4,1,1,1,2,3,3,3,1,2,1,2,1,1,NA,NA,1,5,5,4,5,1
1826,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"40s","Vocational School",">SHS & <University","Company Employee",23,5,5,2,1,1,1,5,3,5,5,1,2,3,3,5,1,3,3,1,4,5,4,2,2
1828,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"60s","University",">=University","Self-Employed",23,5,1,1,3,1,1,1,1,1,3,2,1,1,2,1,4,2,5,3,2,5,5,1,5
1831,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Elementary/JHS","<=JHS","Unemployed",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2
1833,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Homemaker",23,5,3,5,1,2,1,1,2,3,4,1,1,2,4,1,3,3,3,2,3,5,1,4,2
1834,"voter","Other Parties/NA","Other/NA","Your Party","YP",0,0,"50s","University",">=University","Self-Employed",23,9,4,3,1,5,1,3,3,4,4,3,2,4,4,4,4,3,3,2,2,3,5,1,5
1835,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"50s","Senior High School","SHS","Company Employee",23,9,1,3,3,3,3,2,2,3,3,3,3,3,4,5,5,4,4,2,3,5,1,5,4
1836,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"30s","Vocational School",">SHS & <University","Homemaker",23,9,2,1,3,3,3,2,3,3,4,2,2,2,3,3,3,3,3,1,3,3,4,3,1
1837,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,0,"50s","Senior High School","SHS","Self-Employed",23,9,3,3,3,4,3,1,3,3,3,2,3,2,3,5,3,3,3,3,3,3,1,3,1
1838,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"30s","Vocational School",">SHS & <University","Part-Timer",23,9,3,3,2,3,3,2,3,2,4,4,2,3,3,3,3,4,3,3,3,4,4,5,1
1839,"voter","Democratic Party of Japan","DPJ","Japanese Communist Party","JCP",0,0,"70s/over","Elementary/JHS","<=JHS","Unemployed",23,9,NA,2,1,5,1,5,NA,3,NA,NA,1,NA,NA,1,3,3,NA,3,3,2,3,3,1
1843,"voter","Abstained","Abstained","Democratic Party of Japan","DPJ",0,0,"20s","University",">=University","Company Employee",23,12,3,3,1,3,3,3,3,2,3,1,1,1,3,4,3,3,3,2,3,4,3,4,3
1844,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"60s","Senior High School","SHS","Homemaker",23,12,5,3,1,4,3,2,3,3,2,1,2,2,4,4,2,2,2,2,4,4,4,5,4
1845,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"60s","Elementary/JHS","<=JHS","Company Employee",23,12,3,2,1,3,2,3,3,2,4,2,2,2,1,3,3,3,4,1,2,4,3,4,2
1847,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","Senior High School","SHS","Company Employee",23,12,3,2,1,3,2,3,3,3,4,2,2,2,4,5,3,3,4,2,3,4,3,4,3
1851,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"60s","Junior College",">SHS & <University","Homemaker",24,3,2,3,1,2,1,1,1,1,3,2,2,3,5,1,4,3,3,5,5,5,1,4,4
1853,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Senior High School","SHS","Part-Timer",24,3,4,4,1,4,1,2,3,2,3,2,3,3,4,2,2,4,4,3,4,5,3,4,3
1854,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Self-Employed",24,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
1856,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"40s","University",">=University","Public Servant",24,3,3,3,1,4,1,2,3,2,4,3,4,5,5,4,2,2,2,3,3,4,2,5,3
1857,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"60s","Senior High School","SHS","Homemaker",24,3,2,2,1,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3,1,5,5,3
1858,"voter","Social Democratic Party","SDP","Social Democratic Party","SDP",0,1,"40s","University",">=University","Homemaker",24,3,3,2,1,5,3,3,3,3,4,3,3,2,3,5,3,1,2,5,3,1,4,5,2
1859,"voter","People's New Party","PNP","Democratic Party of Japan","DPJ",0,0,"20s","Senior High School","SHS","Company Employee",24,3,2,3,1,4,1,1,3,1,3,1,1,5,1,3,3,1,1,1,3,4,5,1,2
1860,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,0,"50s","Senior High School","SHS","Company Employee",24,4,4,4,1,4,3,3,4,2,3,2,2,3,2,4,3,3,3,2,3,5,4,3,3
1861,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,0,"20s","Senior High School","SHS","Company Employee",24,4,3,1,2,1,1,3,2,1,3,2,2,2,2,2,3,3,3,3,3,5,4,3,4
1863,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"20s","Vocational School",">SHS & <University","Unemployed",24,4,4,3,5,5,3,4,3,3,2,2,2,2,3,4,3,3,3,1,3,3,3,3,4
1864,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,1,"20s","University",">=University","Student",24,4,3,2,1,4,2,4,3,4,2,3,1,3,5,2,4,1,3,4,5,1,4,4,4
1866,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"60s","Elementary/JHS","<=JHS","Unemployed",24,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,1,4,1,2,4,4
1867,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"20s","University",">=University","Company Employee",24,4,2,3,3,3,3,3,2,3,3,3,3,3,4,4,3,2,3,2,3,3,4,3,3
1868,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"50s","Elementary/JHS","<=JHS","Self-Employed",24,4,3,2,1,3,1,3,3,2,4,3,3,2,3,2,3,3,4,4,3,4,4,5,3
1869,"voter","Social Democratic Party","SDP","Japanese Communist Party","JCP",0,1,"60s","Senior High School","SHS","Homemaker",24,5,5,5,1,5,3,5,5,5,5,3,3,3,4,5,2,2,3,5,4,1,5,4,3
1870,"voter","People's New Party","PNP","Independent (Muto-Ha)","Independent",0,1,"60s","Senior High School","SHS","Homemaker",24,5,3,3,NA,3,3,3,3,3,4,NA,3,3,4,3,2,3,3,4,4,2,4,3,3
1871,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Senior High School","SHS","Unemployed",24,5,3,5,5,5,3,3,3,5,4,5,3,3,4,4,2,2,5,1,4,5,3,1,2
1872,"voter","Abstained","Abstained","Other Parties/NA","Other/NA",0,0,"70s/over","Senior High School","SHS","Unemployed",24,5,5,5,1,5,1,5,1,5,4,1,1,3,4,1,5,4,4,1,1,5,1,5,NA
1873,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"30s","University",">=University","Company Employee",24,5,5,1,1,5,1,5,3,2,5,1,3,1,3,5,3,3,2,5,1,5,5,5,4
1874,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"20s","Senior High School","SHS","Unemployed",24,5,4,5,1,4,2,2,3,4,5,4,2,3,4,5,3,2,4,5,4,1,4,5,4
1875,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Senior High School","SHS","Unemployed",24,5,3,5,1,NA,2,1,NA,5,1,1,1,1,3,5,1,3,3,1,3,5,3,4,1
1877,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"70s/over","Senior High School","SHS","Unemployed",24,5,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,2,2,3,2
1878,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"60s","Senior High School","SHS","Company Employee",24,5,3,2,1,4,3,3,2,4,3,2,2,1,2,4,3,3,3,2,4,4,3,4,4
1880,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"70s/over","Elementary/JHS","<=JHS",NA,24,5,3,3,2,3,1,NA,1,1,2,NA,2,2,2,NA,2,NA,NA,2,2,5,NA,NA,3
1882,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"70s/over","Elementary/JHS","<=JHS","Unemployed",24,5,1,3,1,1,1,1,1,3,3,3,3,2,5,3,3,3,3,3,3,5,1,4,1
1883,"voter","Your Party","YP","Independent (Muto-Ha)","Independent",0,0,"30s","Senior High School","SHS","Unemployed",24,5,1,2,1,2,4,2,3,4,3,2,3,4,5,3,3,4,4,2,3,4,4,5,2
1884,"voter","Liberal Democratic Party","LDP","Independent (Muto-Ha)","Independent",0,1,"70s/over","Elementary/JHS","<=JHS","Homemaker",24,5,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
1885,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,1,"70s/over","Senior High School","SHS","Homemaker",24,5,3,2,2,2,2,2,2,3,3,3,3,3,4,2,3,3,3,2,3,3,4,5,1
1886,"voter","Abstained","Abstained","Democratic Party of Japan","DPJ",0,0,"30s","Senior High School","SHS","Company Employee",24,5,4,2,2,5,2,2,3,5,2,1,1,1,1,5,4,3,3,2,2,3,2,3,4
1887,"voter","Democratic Party of Japan","DPJ","Liberal Democratic Party","LDP",0,1,"60s","Elementary/JHS","<=JHS","Part-Timer",24,5,3,4,1,4,1,1,2,4,2,2,2,2,2,2,4,2,4,2,3,5,2,4,2
1888,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,NA,NA,NA,NA,"Others",24,4,5,3,1,3,3,3,3,5,3,1,3,3,4,5,5,5,5,3,3,3,4,3,3
1890,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"30s","University",">=University","Company Employee",24,4,3,3,2,3,2,4,3,2,2,2,4,4,4,2,3,3,2,3,4,4,5,4,4
1892,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,1,"30s","Senior High School","SHS","Homemaker",24,4,3,2,1,4,2,2,2,2,3,3,2,3,3,3,3,2,3,2,2,5,4,3,3
1894,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"30s","Junior College",">SHS & <University","Homemaker",25,1,1,4,1,2,2,2,2,1,4,4,2,1,4,5,4,1,2,1,3,4,4,2,4
1895,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,0,"40s","Others",NA,"Company Employee",25,1,3,2,4,4,4,1,2,3,4,1,5,2,5,5,4,4,5,5,3,5,1,5,2
1896,"voter","Democratic Party of Japan","DPJ","Independent (Muto-Ha)","Independent",0,1,"50s","Junior College",">SHS & <University","Homemaker",25,1,2,3,3,3,3,3,3,3,4,2,3,3,4,2,2,2,2,2,4,5,4,3,3
1897,"voter","Abstained","Abstained","Liberal Democratic Party","LDP",0,1,"20s","Vocational School",">SHS & <University","Company Employee",25,1,3,2,3,4,2,4,3,3,4,3,3,3,4,3,3,2,4,3,4,4,5,3,4
1898,"voter","Social Democratic Party","SDP","Social Democratic Party","SDP",0,1,"40s","Vocational School",">SHS & <University","Others",25,1,5,5,1,5,1,4,4,4,4,3,1,2,4,3,4,1,1,1,5,3,5,5,5
1899,"voter","Democratic Party of Japan","DPJ","Other Parties/NA","Other/NA",0,0,"40s","University",">=University","Company Employee",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"60s","Senior High School","SHS","Others",25,1,5,3,3,4,4,4,3,4,2,2,3,5,1,1,5,3,5,2,2,3,5,5,5
1902,"voter","Liberal Democratic Party","LDP","Other Parties/NA","Other/NA",0,0,"70s/over","Elementary/JHS","<=JHS","Unemployed",25,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,3,3,1,1,3,1,1,3,4,5,3
1903,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",1,1,"70s/over","Senior High School","SHS","Unemployed",25,2,2,1,1,1,1,2,2,4,3,1,1,3,2,2,2,5,3,4,3,3,3,3,1
1904,"voter","Democratic Party of Japan","DPJ","Democratic Party of Japan","DPJ",0,1,"60s","Senior High School","SHS","Part-Timer",25,2,2,3,2,2,2,3,3,3,2,3,3,2,4,3,1,2,3,2,2,4,1,5,3
1905,"voter","Japanese Communist Party","JCP","Independent (Muto-Ha)","Independent",0,1,"60s","Senior High School","SHS","Homemaker",25,2,4,2,1,1,2,3,5,5,5,1,1,1,3,3,3,3,3,3,3,3,3,3,3
1906,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",1,0,"60s","Senior High School","SHS","Self-Employed",25,2,1,1,4,1,1,1,1,1,2,2,2,1,4,2,5,5,4,1,1,5,4,2,4
1907,"voter","Liberal Democratic Party","LDP","Liberal Democratic Party","LDP",0,0,"40s","Senior High School","SHS","Company Employee",25,2,2,1,1,1,1,3,3,2,5,4,3,4,5,1,3,3,5,1,1,5,5,5,1
1910,"voter","Abstained","Abstained","Independent (Muto-Ha)","Independent",0,1,"70s/over",NA,NA,"Unemployed",25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
